Grant Agreement ID;Project Link;EU contribution (€);Includes PO?;PO budget %;
875406;https://cordis.europa.eu/project/rcn/225744/factsheet/en;50 65106.25;1;2.60
732386;https://cordis.europa.eu/project/rcn/207208/factsheet/en;59 71173.75;1;2.10
734548;https://cordis.europa.eu/project/rcn/207455/factsheet/en;11 964209.00;0;-

